iter	Logloss
0	0.4830976698
1	0.3683563137
2	0.3158059753
3	0.276609877
4	0.2551358986
5	0.2381177515
6	0.2285420222
7	0.220126874
8	0.2144516816
9	0.2105176486
10	0.2081969754
11	0.2058131698
12	0.2027415622
13	0.2011290398
14	0.1993391498
15	0.1971967688
16	0.1957918546
17	0.1950190645
18	0.1937445531
19	0.1921377838
20	0.1910704941
21	0.1902272003
22	0.1889548638
23	0.1884452112
24	0.1874642254
25	0.1866955441
26	0.1860019765
27	0.1849752489
28	0.1842460353
29	0.1838049334
30	0.1830905804
31	0.1824172343
32	0.1818834231
33	0.1816807674
34	0.1813319171
35	0.181114076
36	0.1808085121
37	0.180413673
38	0.1801721443
39	0.1791510777
40	0.1789704822
41	0.1784270704
42	0.1779836691
43	0.1777921499
44	0.1776683094
45	0.1765406637
46	0.1761268705
47	0.1757610108
48	0.1754233226
49	0.1751911576
50	0.1749185536
51	0.1745819006
52	0.1731892051
53	0.1730386594
54	0.1728017454
55	0.1720565783
56	0.1719113342
57	0.1717638073
58	0.1714393247
59	0.1711803544
60	0.1708517888
61	0.1701993891
62	0.1700289289
63	0.1698731775
64	0.1689398118
65	0.1686361431
66	0.1680447456
67	0.167635991
68	0.1673726497
69	0.1671063365
70	0.1669219079
71	0.1664946529
72	0.166266954
73	0.1660651051
74	0.1658423188
75	0.1656753753
76	0.1648927474
77	0.1646565473
78	0.1643718417
79	0.1641455235
80	0.164023673
81	0.1638913044
82	0.1633220082
83	0.163041724
84	0.1627896905
85	0.1627031214
86	0.1624166264
87	0.1622183201
88	0.1619884744
89	0.1618406365
90	0.1617546024
91	0.160987321
92	0.1605864347
93	0.1604135625
94	0.1601372258
95	0.1600613614
96	0.1599797559
97	0.1599204692
98	0.1597509139
99	0.1597103976
100	0.1590093434
101	0.158822931
102	0.1585970406
103	0.1583195234
104	0.1582156051
105	0.1581164017
106	0.157997787
107	0.1578106022
108	0.1573097031
109	0.1571644642
110	0.1570579123
111	0.1568931496
112	0.156665731
113	0.1565120504
114	0.1563406293
115	0.1559967746
116	0.1559236636
117	0.1555305648
118	0.1552858053
119	0.1551167246
120	0.1548817697
121	0.154720268
122	0.1544915298
123	0.1543003387
124	0.1542044356
125	0.1541626656
126	0.1540985005
127	0.1536059356
128	0.1533417315
129	0.153251791
130	0.1529047839
131	0.1526147539
132	0.1525187867
133	0.1524120095
134	0.1523313016
135	0.1521763053
136	0.1516887442
137	0.1514194661
138	0.1513299329
139	0.1513157352
140	0.1510550845
141	0.1507761209
142	0.1505463479
143	0.1502928337
144	0.1500742165
145	0.1499389903
146	0.1498162987
147	0.1497501354
148	0.1493428049
149	0.1489878356
150	0.1487082187
151	0.1485922233
152	0.1484992529
153	0.1483468335
154	0.1479449897
155	0.1478313103
156	0.1477398831
157	0.1476221524
158	0.1475333251
159	0.1474987461
160	0.1472085977
161	0.1469803056
162	0.1468634994
163	0.146755513
164	0.1466502105
165	0.1465761838
166	0.1464915412
167	0.1464250689
168	0.1463933843
169	0.1463178387
170	0.1462003385
171	0.1461196929
172	0.1460456647
173	0.1459954088
174	0.1458822845
175	0.1458760346
176	0.1457364075
177	0.1456680183
178	0.1455345154
179	0.14547082
180	0.1454168246
181	0.1453036232
182	0.1452357002
183	0.1451694565
184	0.1450938621
185	0.1450263557
186	0.1449828805
187	0.1448920802
188	0.1447575329
189	0.1446907726
190	0.1446123689
191	0.1445499165
192	0.1443303576
193	0.1442970283
194	0.1442370662
195	0.1441578103
196	0.1440807645
197	0.1438451034
198	0.1437371275
199	0.1436555676
200	0.1435283976
201	0.1434876663
202	0.1433681144
203	0.1432581118
204	0.1431240226
205	0.1430716158
206	0.1429682981
207	0.1428698175
208	0.1427914262
209	0.1427536904
210	0.1426866526
211	0.1425847005
212	0.1425090475
213	0.1424102304
214	0.1423204467
215	0.142255791
216	0.1422192799
217	0.1421723527
218	0.1420938062
219	0.1419940909
220	0.1418448975
221	0.1417881575
222	0.1416897763
223	0.1416342098
224	0.141506564
225	0.1414470403
226	0.1413716724
227	0.1412342861
228	0.1411193409
229	0.1410185901
230	0.140927674
231	0.1407722509
232	0.1406154767
233	0.1405186831
234	0.140449376
235	0.1403915684
236	0.1401031306
237	0.139981338
238	0.1399020802
239	0.1397752133
240	0.1397056419
241	0.1396004418
242	0.1394747191
243	0.1393851695
244	0.1392579211
245	0.1391960269
246	0.1391380294
247	0.1391115986
248	0.1389854003
249	0.1389129793
250	0.138785134
251	0.1386312357
252	0.1384771694
253	0.1383784453
254	0.1382372332
255	0.1381281477
256	0.1380357893
257	0.1379203073
258	0.1377419069
259	0.1377153578
260	0.1376194599
261	0.1375451883
262	0.1374737953
263	0.1374157811
264	0.1372739665
265	0.1372242964
266	0.1371476309
267	0.1370313538
268	0.1369834879
269	0.1368747182
270	0.1368001964
271	0.1367466812
272	0.1367023064
273	0.1366477582
274	0.1365924475
275	0.1365164475
276	0.136449526
277	0.1363495431
278	0.1362488944
279	0.1362017145
280	0.1361499792
281	0.1360660503
282	0.1359976171
283	0.135842002
284	0.1357635572
285	0.13569305
286	0.1356297505
287	0.1355955355
288	0.1355400462
289	0.1355121892
290	0.1353955246
291	0.1352204646
292	0.1350892684
293	0.1350161341
294	0.1349459847
295	0.1348840564
296	0.1348603249
297	0.1348186561
298	0.1347748746
299	0.1347495522
300	0.1346718714
301	0.1346682835
302	0.1345989894
303	0.1345169968
304	0.1343875603
305	0.1343205483
306	0.1343077302
307	0.1341561322
308	0.1340901635
309	0.1340376707
310	0.1338802469
311	0.1337976164
312	0.1337326508
313	0.133683278
314	0.1336374621
315	0.1335897614
316	0.1335744784
317	0.1335527599
318	0.1334993574
319	0.1334690549
320	0.1334351279
321	0.1333862082
322	0.1333530206
323	0.1332812024
324	0.1332408884
325	0.1331577891
326	0.1330531766
327	0.1329722194
328	0.1328043889
329	0.1327063369
330	0.1326621125
331	0.1325773451
332	0.1324905704
333	0.1323937311
334	0.1322853095
335	0.1322131194
336	0.1321782963
337	0.1321143355
338	0.1320401652
339	0.1319004279
340	0.1317888356
341	0.1316795585
342	0.1316240882
343	0.1315193778
344	0.131441032
345	0.1313509323
346	0.1312739711
347	0.1312298924
348	0.131214767
349	0.1309953687
350	0.1309374768
351	0.1308965584
352	0.130859811
353	0.1307918559
354	0.1306924416
355	0.1306098454
356	0.1305429844
357	0.1304505183
358	0.1303343889
359	0.130267996
360	0.1302140877
361	0.1301882082
362	0.1301258953
363	0.1300660097
364	0.1300248382
365	0.1299565643
366	0.1298795174
367	0.1298356396
368	0.1298059126
369	0.1297601303
370	0.1297215817
371	0.129660139
372	0.1295972509
373	0.1295236655
374	0.1294940826
375	0.1294279295
376	0.1293891843
377	0.1292962918
378	0.1292165663
379	0.1291396961
380	0.1291004615
381	0.1290288145
382	0.1289407044
383	0.128834758
384	0.1287569646
385	0.128708672
386	0.1286345273
387	0.1286179451
388	0.1285123882
389	0.1284322414
390	0.1283595785
391	0.1282910974
392	0.1282562263
393	0.128130437
394	0.1280738508
395	0.1280167289
396	0.127955813
397	0.1279051196
398	0.1278553869
399	0.1277996844
400	0.1277515933
401	0.1277114948
402	0.1276736591
403	0.1275976016
404	0.1275460862
405	0.1275196247
406	0.1274732487
407	0.1274018068
408	0.1273464977
409	0.1273083765
410	0.127218023
411	0.127144154
412	0.1271242771
413	0.1270722073
414	0.127023577
415	0.1270185471
416	0.126986979
417	0.1269115285
418	0.126872824
419	0.1268531596
420	0.1268442042
421	0.1268068468
422	0.1267817342
423	0.1267111484
424	0.1266371372
425	0.1265734608
426	0.1265137327
427	0.1264214222
428	0.1263418931
429	0.1263315364
430	0.1262881001
431	0.1262195555
432	0.1261729915
433	0.1261476373
434	0.126088689
435	0.1260448011
436	0.1259974
437	0.1259217149
438	0.125842119
439	0.1257515446
440	0.1256741359
441	0.1256211418
442	0.1255702816
443	0.125424956
444	0.1253790741
445	0.1253367871
446	0.1252806883
447	0.12524051
448	0.1251896325
449	0.1251306626
450	0.1250259736
451	0.1250102383
452	0.124940029
453	0.1248513983
454	0.1248191602
455	0.1247403229
456	0.1246676621
457	0.1246531498
458	0.1246371496
459	0.1245362043
460	0.1244506656
461	0.1243943076
