iter	Logloss
327	0.1379909098
328	0.1379599949
329	0.1378306826
330	0.1377604073
331	0.1376923424
332	0.1376904243
333	0.1376205951
334	0.1375203204
335	0.1374589949
336	0.1373995156
337	0.1373818025
338	0.1373196802
339	0.1372996172
340	0.1372193311
341	0.1371535854
342	0.1370976808
343	0.1369968291
344	0.1369166836
345	0.1368646301
346	0.1367449403
347	0.1367275434
348	0.1366893751
349	0.1366447632
350	0.1365685858
351	0.1364786869
352	0.1364153875
353	0.1363760569
354	0.1363694366
355	0.1363152949
356	0.1362644415
357	0.1362322857
358	0.1361618012
359	0.1361228426
360	0.136081926
361	0.1360743536
362	0.1360085229
363	0.1359686565
364	0.135810324
365	0.1357882691
366	0.1357393206
367	0.135693501
368	0.1356417491
369	0.1356055306
370	0.1355959395
371	0.1355949812
372	0.135572068
373	0.1355698768
374	0.1354780189
375	0.135477204
376	0.1354633108
377	0.1354313966
378	0.1354228221
379	0.1353727207
380	0.1353495839
381	0.1353447222
382	0.1352999407
383	0.1352941316
384	0.1352471661
385	0.1352037678
386	0.135123579
387	0.1350787121
388	0.1350718602
389	0.1350148339
390	0.1350105538
391	0.1349991397
392	0.1349586982
393	0.1349577209
394	0.1349450501
395	0.134924251
396	0.1348728359
397	0.1348057878
398	0.1348052313
399	0.1347892777
400	0.1347114999
401	0.1346688153
402	0.1345479278
403	0.1344364007
404	0.1343035329
405	0.1342653167
406	0.1342004134
407	0.1340282466
408	0.1340211573
409	0.1340007948
410	0.1339916884
411	0.1339676846
412	0.1339116698
413	0.1338864916
414	0.1338471632
415	0.1338083945
416	0.1337552947
417	0.1336431872
418	0.1336324142
419	0.1335683827
420	0.1335521165
421	0.1334846429
422	0.1334791886
423	0.1334280636
424	0.1333795567
425	0.1333788925
426	0.1333229002
427	0.1332766534
428	0.1332154517
429	0.1332146422
430	0.1331467875
431	0.1331187049
432	0.1330640832
433	0.1330614886
434	0.133053069
435	0.1330134591
436	0.1329644826
437	0.1328821349
438	0.1328818982
439	0.1328602684
440	0.1328054168
441	0.132733584
442	0.1327007419
443	0.1326344386
444	0.1326332425
445	0.1325605054
446	0.132480267
447	0.1324131432
448	0.1323838025
449	0.1323752746
450	0.1323220385
451	0.1322329433
452	0.1322015521
453	0.1321313554
